,CustomerAge,PurchaseAmount,EmailOpens,Clicks,WebsiteVisits,Target,CustomerId
5588,76,380.9191373356554,9,17,11,1.0,5588
5589,70,260.16428836172076,17,11,32,0.0,5589
5590,59,685.274333600016,6,11,11,0.0,5590
5591,72,309.8218233462924,9,7,38,0.0,5591
5592,67,360.1251666743594,8,8,36,0.0,5592
5593,78,307.7857474856106,9,6,35,0.0,5593
5594,76,349.3099029825047,7,16,9,1.0,5594
5595,41,570.3224752191318,17,5,28,0.0,5595
5596,59,378.78410611488255,15,11,27,0.0,5596
5597,72,546.0382622108934,8,6,35,0.0,5597
5598,66,632.5949751707951,6,15,13,0.0,5598
5599,79,411.9845967403678,12,6,38,1.0,5599
5600,53,153.94234576309626,17,6,27,1.0,5600
5601,73,474.9394371824491,11,8,34,1.0,5601
5602,72,236.13147440904774,7,6,36,1.0,5602
5603,74,513.0477529845755,9,14,18,1.0,5603
5604,59,418.2654403054109,16,9,25,1.0,5604
5605,67,693.2922102313405,6,16,15,0.0,5605
5606,52,645.6721360972235,6,13,11,0.0,5606
5607,51,439.0514292367681,15,8,25,0.0,5607
5608,83,233.0306824958517,11,4,38,0.0,5608
5609,65,479.6029846350781,6,14,7,0.0,5609
5610,81,181.02701360349513,12,7,35,0.0,5610
5611,82,662.5436776564677,9,14,11,1.0,5611
5612,65,576.7671308455353,13,7,27,1.0,5612
5613,75,289.41409118774715,11,4,44,0.0,5613
5614,69,202.97138748953157,9,6,35,0.0,5614
5615,61,393.0293376092902,12,6,37,1.0,5615
5616,63,729.7821293325087,5,12,9,1.0,5616
5617,71,430.46735568317206,7,8,42,0.0,5617
5618,58,132.9208035931555,14,7,31,1.0,5618
5619,53,587.3933978586936,18,6,28,1.0,5619
5620,71,566.0384558816743,11,6,36,0.0,5620
5621,61,224.48109775523997,9,4,35,0.0,5621
5622,55,761.6809006867194,8,11,10,0.0,5622
5623,69,530.8372614165424,5,14,15,0.0,5623
5624,92,342.23001538172116,9,6,42,0.0,5624
5625,54,335.91613195832224,15,7,28,0.0,5625
5626,68,718.9402588667641,6,13,10,0.0,5626
5627,84,483.14504236052505,9,7,39,1.0,5627
5628,46,139.0317416758665,22,7,26,1.0,5628
5629,68,779.2261418469237,7,14,15,0.0,5629
5630,57,382.4142254043757,6,14,17,1.0,5630
5631,83,525.328296350322,8,9,39,1.0,5631
5632,76,471.70689990978417,15,7,36,1.0,5632
5633,77,251.88874349381481,9,4,36,0.0,5633
5634,67,243.65871729539433,11,7,36,1.0,5634
5635,72,736.4605209152991,8,18,15,1.0,5635
5636,85,515.6505125148026,3,14,9,0.0,5636
5637,64,480.74249194532786,10,5,38,0.0,5637
5638,61,556.9947918897699,7,14,11,1.0,5638
5639,77,516.4032233672201,13,8,34,0.0,5639
5640,72,544.828763769272,7,13,14,1.0,5640
5641,69,300.8161584752285,12,5,38,0.0,5641
5642,51,488.05785178828324,5,13,15,1.0,5642
5643,68,530.9480702806679,14,7,27,0.0,5643
5644,72,539.3369995321362,7,11,9,0.0,5644
5645,61,264.5901727998585,10,4,37,0.0,5645
5646,48,567.956640157854,18,8,24,0.0,5646
5647,80,700.3342236842047,10,11,16,0.0,5647
5648,79,337.2764115675376,5,11,13,1.0,5648
5649,64,599.4820513704537,13,7,24,1.0,5649
5650,63,650.5140812556501,8,14,18,0.0,5650
5651,65,388.5306335298876,8,14,12,0.0,5651
5652,53,226.21216383631224,14,6,27,0.0,5652
5653,66,449.298285808358,12,10,24,1.0,5653
5654,56,692.0829170867698,10,13,18,0.0,5654
5655,66,277.12761214340503,11,3,38,1.0,5655
5656,75,435.9147384106427,5,15,9,0.0,5656
5657,64,460.4891404873098,5,13,12,0.0,5657
5658,88,453.028998769952,11,4,37,0.0,5658
5659,48,194.1899273676257,12,10,23,1.0,5659
5660,64,361.079167453541,13,11,9,0.0,5660
5661,65,492.6434036519016,10,6,37,1.0,5661
5662,65,691.7579904986533,9,12,14,1.0,5662
5663,41,355.45540816408766,17,7,28,0.0,5663
5664,50,288.2780280315088,14,7,27,0.0,5664
5665,61,371.70092962797344,7,4,36,1.0,5665
5666,81,350.3198385972564,10,8,38,1.0,5666
5667,82,630.3926050364608,8,5,36,1.0,5667
5668,41,486.3640535573787,13,9,27,0.0,5668
5669,68,211.96273527655404,17,8,24,1.0,5669
5670,89,498.25268450645024,11,13,14,1.0,5670
5671,55,376.5660227679238,12,12,24,0.0,5671
5672,58,610.3630724112073,6,11,14,1.0,5672
5673,100,389.41010905409587,10,6,38,0.0,5673
5674,51,706.96205115586,5,15,15,0.0,5674
5675,55,486.12694953453354,17,9,27,0.0,5675
5676,56,357.52738012780173,18,7,27,1.0,5676
5677,68,528.6703995230479,14,9,27,1.0,5677
5678,78,528.0338699167692,7,6,39,0.0,5678
5679,50,491.5051058731152,19,9,26,0.0,5679
5680,65,628.6363819223741,7,7,35,0.0,5680
5681,61,440.56880119250934,7,14,15,0.0,5681
5682,44,241.1475995597561,12,7,24,1.0,5682
5683,55,545.5866052884137,19,10,27,0.0,5683
5684,49,488.3909229589829,13,10,30,1.0,5684
5685,41,564.0073153034574,14,7,26,1.0,5685
5686,77,340.933778558982,7,15,10,0.0,5686
5687,60,617.6009678581823,6,14,14,0.0,5687
5688,42,180.86788568048925,19,8,22,1.0,5688
5689,53,356.9096271633655,14,6,25,0.0,5689
5690,55,186.31599660818767,17,10,26,0.0,5690
5691,51,372.75846940259083,6,16,16,1.0,5691
5692,68,315.9624892371962,3,11,14,0.0,5692
5693,44,418.8170180676231,14,8,28,0.0,5693
5694,82,485.92108217814217,7,12,11,1.0,5694
5695,80,211.54225959069612,9,4,31,0.0,5695
5696,61,468.19051108834185,8,12,9,1.0,5696
5697,67,242.78260481127663,10,4,35,1.0,5697
5698,63,771.4304674358132,6,12,14,0.0,5698
5699,81,316.8023940230606,14,6,36,0.0,5699
5700,54,273.63722641180107,12,6,24,0.0,5700
5701,52,521.5304216657969,15,9,29,0.0,5701
5702,65,627.4003230301421,9,13,10,1.0,5702
5703,68,507.98408762747067,9,5,38,1.0,5703
5704,61,621.6408839545907,8,15,17,1.0,5704
5705,61,623.636179134797,14,6,35,0.0,5705
5706,64,211.43040746344212,18,9,28,0.0,5706
5707,77,644.6292284603398,6,9,42,1.0,5707
5708,47,517.1685270026915,14,9,25,1.0,5708
5709,93,448.59656854940766,12,5,36,1.0,5709
5710,75,484.562095954162,13,6,39,1.0,5710
5711,44,427.9246794853009,15,6,29,1.0,5711
5712,73,338.6141497889854,10,15,10,1.0,5712
5713,68,416.82808428064993,6,16,12,0.0,5713
5714,68,781.1207334171271,10,13,9,1.0,5714
5715,60,571.8385701410958,5,15,16,1.0,5715
5716,59,295.3932655983369,13,7,22,0.0,5716
5717,52,483.39884706064674,12,8,23,0.0,5717
5718,70,567.0142819013467,8,11,13,1.0,5718
5719,51,316.4497580016298,6,11,12,0.0,5719
5720,70,520.7564223904078,19,7,42,0.0,5720
5721,72,468.78660442590206,14,6,27,0.0,5721
5722,57,390.92286893388746,9,10,17,0.0,5722
5723,68,628.7634433278645,13,7,33,0.0,5723
5724,50,219.714984455146,14,8,25,0.0,5724
5725,62,384.29719001727767,12,5,41,0.0,5725
5726,61,216.2206210178482,9,5,36,1.0,5726
5727,52,405.60833653078834,13,7,26,1.0,5727
5728,76,343.9710488280341,7,8,37,0.0,5728
5729,74,333.05499648275566,10,6,35,0.0,5729
5730,73,565.2186698382641,13,5,36,0.0,5730
5731,65,314.6852392967343,5,12,16,1.0,5731
5732,75,700.993917737287,4,13,12,1.0,5732
5733,73,440.0097972165585,14,5,40,1.0,5733
5734,59,793.1882716052976,4,11,12,0.0,5734
5735,62,598.827178096082,6,12,11,1.0,5735
5736,70,337.1357757324994,9,13,9,0.0,5736
5737,79,334.8162099574259,8,13,12,1.0,5737
5738,48,542.7449633221977,15,5,23,0.0,5738
5739,75,572.1949313004161,9,4,41,0.0,5739
5740,78,329.4861370351914,10,6,42,1.0,5740
5741,55,612.8359172487573,7,11,11,1.0,5741
5742,65,549.8997649572441,10,10,12,1.0,5742
5743,41,583.9103870166656,13,12,27,1.0,5743
5744,41,575.4808414296768,13,8,29,1.0,5744
5745,68,792.0811141849795,4,11,12,0.0,5745
5746,51,534.5599025107895,13,9,30,0.0,5746
5747,57,555.6802794797997,19,11,25,1.0,5747
5748,64,416.46660159589686,8,14,11,0.0,5748
5749,45,517.1933266049896,12,11,27,0.0,5749
5750,74,507.3399854700946,10,4,37,0.0,5750
5751,42,581.7653893257543,15,7,22,0.0,5751
5752,68,389.9182959368835,16,7,24,1.0,5752
5753,61,201.7319116881726,11,7,35,0.0,5753
5754,53,402.72545668170494,17,6,24,0.0,5754
5755,54,646.424654730431,4,14,8,1.0,5755
5756,60,217.95730406908987,11,13,28,0.0,5756
5757,61,503.1155579212369,4,13,10,0.0,5757
5758,69,453.2666728853232,9,4,34,0.0,5758
5759,73,493.31181128508774,9,11,12,0.0,5759
5760,75,343.72438144694536,11,5,36,0.0,5760
5761,60,175.21245319467073,16,7,25,1.0,5761
5762,45,570.9658943080564,18,7,27,0.0,5762
5763,61,527.7422484025973,10,7,32,1.0,5763
5764,66,310.60928504439,9,12,14,0.0,5764
5765,51,485.15050917086097,17,9,34,0.0,5765
5766,71,672.4995464023508,7,14,13,1.0,5766
5767,54,114.76817047620627,15,6,26,0.0,5767
5768,57,291.10610583074464,17,5,28,0.0,5768
5769,61,457.30636825951,15,17,38,1.0,5769
5770,93,381.8478194104376,11,10,38,1.0,5770
5771,63,691.2131981730486,3,15,15,1.0,5771
5772,81,368.47458299087265,10,5,35,1.0,5772
5773,66,235.39285503238017,11,5,38,0.0,5773
5774,78,638.443655894176,10,8,38,0.0,5774
5775,41,228.59959646026283,12,9,28,1.0,5775
5776,69,661.6692321652529,7,12,12,1.0,5776
5777,51,180.14659271539526,16,9,23,1.0,5777
5778,75,321.216180754127,12,4,38,1.0,5778
5779,81,376.59352813090766,8,5,44,1.0,5779
5780,52,404.1936822182613,7,14,9,1.0,5780
5781,68,380.48019242061866,10,7,39,0.0,5781
5782,59,187.00978326595748,13,10,25,0.0,5782
5783,75,383.9132041030862,13,6,27,1.0,5783
5784,53,435.219493734895,11,7,26,0.0,5784
5785,70,340.59279917372527,6,13,11,1.0,5785
5786,73,586.8547393302624,10,5,42,0.0,5786
5787,84,400.7190336705974,10,14,11,0.0,5787
5788,41,220.42758840695865,14,6,28,0.0,5788
5789,55,434.06142164070087,17,8,32,1.0,5789
5790,61,389.6880196128629,8,6,39,1.0,5790
5791,51,554.7038435938222,8,12,12,0.0,5791
5792,57,172.79594243593502,14,9,27,1.0,5792
5793,56,504.81055271944,17,10,28,0.0,5793
5794,52,412.3565805910629,12,10,33,0.0,5794
5795,63,376.33720122163345,8,16,14,0.0,5795
5796,80,293.259689842542,16,7,26,0.0,5796
5797,72,557.1008670401648,9,4,36,1.0,5797
5798,80,438.49397253344415,12,7,37,0.0,5798
5799,58,363.2379017751359,10,10,8,0.0,5799
5800,77,342.6607524367505,9,9,37,1.0,5800
5801,72,278.92025524330995,14,3,33,1.0,5801
5802,50,363.5581212903259,13,8,29,0.0,5802
5803,83,723.2469531472749,8,11,12,1.0,5803
5804,66,323.77089605416575,14,13,26,0.0,5804
5805,56,322.3375948804783,11,10,25,0.0,5805
5806,51,753.6219421402482,8,13,11,0.0,5806
5807,51,392.3308521285635,16,9,27,1.0,5807
5808,100,437.4336328247294,9,7,32,0.0,5808
5809,62,438.3358470189408,10,12,13,0.0,5809
5810,66,407.7841464401919,14,7,25,0.0,5810
5811,79,592.1961290345242,9,11,14,0.0,5811
5812,77,354.45722046751337,12,7,41,1.0,5812
5813,56,795.4408272905985,6,13,17,1.0,5813
5814,41,542.1265728245626,17,9,28,1.0,5814
5815,81,527.2972821376396,7,5,36,1.0,5815
5816,46,373.29933832237026,19,6,25,1.0,5816
5817,76,386.4093029283688,10,8,34,1.0,5817
5818,62,250.5997236593677,14,8,33,1.0,5818
5819,72,309.8113622671656,15,6,45,1.0,5819
5820,75,539.240791913373,9,7,44,1.0,5820
5821,67,532.3369874294002,11,15,14,1.0,5821
5822,43,542.3120631190557,15,9,29,0.0,5822
5823,86,232.4764568093091,8,4,38,0.0,5823
5824,59,559.0900770466819,5,15,12,0.0,5824
5825,41,427.01318517044126,16,11,25,0.0,5825
5826,53,363.25574359088375,13,8,26,1.0,5826
5827,75,595.7211768766438,12,6,38,1.0,5827
5828,66,794.8860080962785,5,10,12,0.0,5828
5829,68,166.7589825872712,16,13,27,1.0,5829
5830,72,223.6779029976913,7,6,37,1.0,5830
5831,73,223.85881564445933,10,4,38,0.0,5831
5832,63,493.7767770745585,10,5,39,0.0,5832
5833,83,342.6112867929606,9,10,34,1.0,5833
5834,66,669.324184020294,10,14,11,0.0,5834
5835,60,508.68102171461953,9,12,12,0.0,5835
5836,51,617.5272934527112,6,13,11,0.0,5836
5837,69,487.2304227826578,14,7,24,0.0,5837
5838,42,378.62579622091107,13,10,28,0.0,5838
5839,49,374.356759320503,14,7,26,1.0,5839
5840,68,353.2348193899609,5,13,8,0.0,5840
5841,63,361.2830540256231,7,9,37,0.0,5841
5842,51,577.4308050802194,7,10,14,1.0,5842
5843,61,386.37060457654087,13,5,33,0.0,5843
5844,62,551.3831800923285,17,10,30,0.0,5844
5845,69,604.2000097385499,12,6,33,0.0,5845
5846,100,562.7395164884932,9,7,37,1.0,5846
5847,45,293.8960569328288,13,7,23,0.0,5847
5848,65,511.47658432689184,9,6,44,1.0,5848
5849,69,353.69134592410876,10,8,36,0.0,5849
5850,67,423.97086349812196,4,14,8,0.0,5850
5851,60,478.022295339932,9,12,6,1.0,5851
5852,61,144.77267030991237,12,7,27,1.0,5852
5853,65,322.5709794122771,11,7,38,0.0,5853
5854,41,335.7636864579741,19,8,26,1.0,5854
5855,61,628.1856384426067,11,7,36,0.0,5855
5856,61,313.5711872476162,14,6,36,0.0,5856
5857,59,752.2022342107051,4,13,14,0.0,5857
5858,61,422.14055515351356,6,12,9,0.0,5858
5859,68,253.5747599020322,9,5,40,0.0,5859
5860,77,564.3077736517608,7,14,8,1.0,5860
5861,77,639.530570955729,6,15,17,1.0,5861
5862,61,331.7228028931179,8,11,10,1.0,5862
5863,61,268.32227387313617,10,4,40,1.0,5863
5864,59,533.2849965856451,5,15,8,0.0,5864
5865,59,472.19212463175893,8,17,12,0.0,5865
5866,58,659.1843288806776,7,12,9,0.0,5866
5867,48,360.46869206024525,15,8,28,0.0,5867
5868,48,188.57596174591112,15,6,23,1.0,5868
5869,61,748.2880358643944,5,14,11,0.0,5869
5870,68,303.5237809868462,13,6,41,0.0,5870
5871,67,668.2542433925676,10,15,9,1.0,5871
5872,58,492.1587317616508,14,6,24,0.0,5872
5873,65,631.94727312549,7,4,38,0.0,5873
5874,77,554.2686585968097,8,14,11,1.0,5874
5875,65,461.75940257757173,12,6,34,1.0,5875
5876,41,274.08938380497153,19,10,26,0.0,5876
5877,58,442.30785377191256,17,9,30,0.0,5877
5878,66,387.05790807449665,10,4,38,0.0,5878
5879,68,524.449658714967,9,12,11,0.0,5879
5880,41,529.1790892668917,14,8,25,1.0,5880
5881,78,334.5827333143574,10,12,9,1.0,5881
5882,61,542.1615896376156,16,8,33,0.0,5882
5883,61,577.5142205359929,7,8,35,1.0,5883
5884,41,358.1194642452767,15,13,28,1.0,5884
5885,91,400.19939856075786,9,6,36,1.0,5885
5886,57,487.28561033739015,6,14,11,0.0,5886
5887,56,797.1451579240498,7,10,16,1.0,5887
5888,41,164.4729730493822,16,10,29,1.0,5888
5889,61,599.2054654580174,6,16,9,1.0,5889
5890,62,644.0239791550844,8,12,12,0.0,5890
5891,62,567.8217040263028,14,8,26,0.0,5891
5892,51,692.2997134598131,6,13,14,0.0,5892
5893,61,475.4851293776579,13,7,36,1.0,5893
5894,59,167.2380352379401,14,8,31,0.0,5894
5895,85,343.129423247419,9,5,34,0.0,5895
5896,61,228.03240484851278,10,3,33,0.0,5896
5897,65,541.7942389081018,14,7,32,0.0,5897
5898,75,527.314366226185,9,7,35,0.0,5898
5899,65,481.19302553064233,15,6,29,0.0,5899
5900,74,479.6056937090366,8,7,34,0.0,5900
5901,41,358.45133309898773,20,6,25,0.0,5901
5902,73,233.48581913711362,10,10,36,0.0,5902
5903,85,321.5504944854754,12,7,35,0.0,5903
5904,56,377.08873831367634,5,11,11,0.0,5904
5905,51,465.2074399976482,14,16,26,1.0,5905
5906,73,238.51210025078245,7,6,41,1.0,5906
5907,41,454.03563958412593,20,12,25,0.0,5907
5908,71,449.20514090199333,16,9,27,0.0,5908
5909,65,385.05919470573156,11,5,34,0.0,5909
5910,60,176.2620405178456,15,5,28,1.0,5910
5911,54,264.252404805678,15,6,22,0.0,5911
5912,87,316.8456234470202,14,7,43,0.0,5912
5913,59,453.18871524021375,16,7,30,0.0,5913
5914,62,365.7340795127249,4,14,9,1.0,5914
5915,66,566.2436366458844,7,6,35,0.0,5915
5916,72,682.8935721910979,7,14,10,0.0,5916
5917,51,401.29038990539425,8,14,13,1.0,5917
5918,61,462.3905470716558,17,8,31,1.0,5918
5919,44,437.57145891923267,15,9,29,0.0,5919
5920,87,526.5791920543538,11,9,38,0.0,5920
5921,76,252.5749921698603,15,3,37,1.0,5921
5922,71,387.2192578566696,8,10,13,0.0,5922
5923,75,275.8771531021496,10,9,37,1.0,5923
5924,61,339.27713454299806,9,6,38,1.0,5924
5925,46,498.89584070754256,13,8,28,0.0,5925
5926,61,471.5827293646365,14,8,26,0.0,5926
5927,66,763.4712802164813,3,11,16,0.0,5927
5928,86,188.72848395832156,12,8,36,1.0,5928
5929,69,315.66257769695096,7,15,10,1.0,5929
5930,45,452.57802655339157,16,12,26,1.0,5930
5931,67,296.85087293914114,7,7,38,1.0,5931
5932,66,473.69865881157057,5,15,12,0.0,5932
5933,41,377.932992698111,14,7,29,0.0,5933
5934,81,360.1824303321313,6,13,13,0.0,5934
5935,59,424.92026410854436,13,9,29,1.0,5935
5936,67,269.3222486532636,14,6,23,0.0,5936
5937,51,620.0304109074859,5,12,16,0.0,5937
5938,77,718.663387405959,5,11,13,1.0,5938
5939,97,243.84455333534055,8,9,36,1.0,5939
5940,41,566.127815528115,17,9,28,0.0,5940
5941,62,370.0371891205975,18,7,28,1.0,5941
5942,65,762.2346049352445,9,13,14,1.0,5942
5943,51,411.7877402788713,6,15,15,1.0,5943
5944,69,606.2357056560763,6,13,9,1.0,5944
5945,83,357.9046874885663,11,5,37,0.0,5945
5946,68,539.3688736664465,12,6,36,1.0,5946
5947,86,456.8953821745152,9,6,40,0.0,5947
5948,41,352.31257390957603,13,8,29,1.0,5948
5949,51,757.3628491511943,8,11,11,1.0,5949
5950,56,294.78736144412335,11,9,25,0.0,5950
5951,65,417.79030040010895,8,15,15,0.0,5951
5952,57,607.9695815575249,12,11,14,0.0,5952
5953,73,615.7739342146788,4,11,12,1.0,5953
5954,60,325.15636457021895,17,6,27,1.0,5954
5955,73,548.4389214077974,11,11,13,1.0,5955
5956,73,630.181173006951,13,5,40,1.0,5956
5957,71,669.0159887844327,6,15,12,1.0,5957
5958,70,214.19485822646274,11,5,38,1.0,5958
5959,95,263.94373472659936,10,7,38,1.0,5959
5960,66,638.0325508734238,9,4,35,1.0,5960
5961,76,465.96812135883033,16,6,27,0.0,5961
5962,55,558.37211181088,16,6,21,0.0,5962
5963,51,458.89211735447384,7,14,7,0.0,5963
5964,78,673.5147614424302,12,11,13,0.0,5964
5965,76,509.8613271765206,9,6,38,0.0,5965
5966,73,454.3980928652938,11,15,7,0.0,5966
5967,87,429.8999994708456,10,6,35,1.0,5967
5968,78,467.4334045224447,10,6,32,0.0,5968
5969,49,345.7545873054579,17,7,27,1.0,5969
5970,74,715.3175662624262,8,12,13,0.0,5970
5971,55,518.1058304810149,15,7,27,1.0,5971
5972,81,576.7942686677628,8,5,33,1.0,5972
5973,51,703.6775488580997,11,13,8,0.0,5973
5974,59,349.1609038266009,16,8,25,1.0,5974
5975,68,346.90476609301356,6,4,36,0.0,5975
5976,81,717.3743790200415,7,14,13,0.0,5976
5977,81,400.1987146925708,8,4,35,1.0,5977
5978,57,230.7219853277111,15,7,27,1.0,5978
5979,69,558.598330837886,5,13,11,0.0,5979
5980,55,379.50641274042863,5,14,10,0.0,5980
5981,71,448.89845039341145,13,9,26,0.0,5981
5982,74,274.60142799571406,13,7,29,0.0,5982
5983,78,287.7228112392526,9,4,37,0.0,5983
5984,70,578.6892856550251,11,6,30,1.0,5984
5985,69,540.6716879215708,5,7,37,0.0,5985
5986,67,545.6640563347264,7,4,34,1.0,5986
5987,65,615.6237649467998,6,15,12,0.0,5987
5988,79,571.1946771500457,11,6,38,1.0,5988
5989,51,481.9896157700568,14,8,29,1.0,5989
5990,70,603.3991150254722,8,11,13,1.0,5990
5991,68,780.9509569073415,4,15,11,1.0,5991
5992,45,203.88152534536727,13,9,25,0.0,5992
5993,60,572.256062307428,15,10,27,1.0,5993
5994,63,306.7046993794438,14,8,22,1.0,5994
5995,76,418.91550186672845,9,7,39,0.0,5995
5996,76,370.1422665767114,9,13,12,0.0,5996
5997,42,374.65264507167757,14,10,26,1.0,5997
5998,79,459.49130841051476,11,8,36,0.0,5998
5999,63,648.8737554861768,7,7,37,0.0,5999
6000,53,787.8442814250479,11,15,22,1.0,6000
6001,58,783.5346730184008,5,14,13,0.0,6001
6002,45,280.7101494500081,16,8,24,0.0,6002
6003,49,595.7205843850713,16,7,30,1.0,6003
6004,72,383.1842942816043,9,7,36,1.0,6004
6005,63,527.3997667933313,16,8,24,0.0,6005
6006,51,215.9967848192963,16,9,26,1.0,6006
6007,51,557.8582580317352,9,12,9,0.0,6007
6008,76,783.3459271025267,10,14,17,1.0,6008
6009,46,574.0453844924796,12,7,30,0.0,6009
6010,64,645.030090132499,7,10,14,1.0,6010
6011,69,700.9290180509993,6,13,10,1.0,6011
6012,66,396.4490813351767,7,12,9,1.0,6012
6013,75,663.6126892472371,9,13,12,1.0,6013
6014,69,612.8448960843325,5,10,11,0.0,6014
6015,46,154.86035051811058,18,8,31,0.0,6015
6016,96,215.44791322894136,12,3,42,0.0,6016
6017,56,163.13737269811833,13,11,28,0.0,6017
6018,63,664.9348980666196,4,12,15,1.0,6018
6019,74,379.4404520413105,11,11,13,0.0,6019
6020,77,389.1888128460905,11,3,41,0.0,6020
6021,58,284.92108488010126,12,5,28,1.0,6021
6022,79,379.7470289774067,16,8,26,0.0,6022
6023,52,456.17347873750737,17,5,27,0.0,6023
6024,51,445.5140432384527,15,10,25,0.0,6024
6025,56,362.60475879804454,18,9,29,1.0,6025
6026,85,387.52408806908886,9,7,39,1.0,6026
6027,61,354.92964160990675,12,7,38,0.0,6027
6028,41,532.3358746691458,12,10,26,1.0,6028
6029,69,322.1173843875961,10,5,34,1.0,6029
6030,41,237.08925237207248,12,7,26,1.0,6030
6031,60,674.2245918910829,6,10,12,0.0,6031
6032,80,336.284096231396,16,8,37,1.0,6032
6033,56,725.0293138810615,6,15,12,1.0,6033
6034,41,270.66547213220093,16,8,27,1.0,6034
6035,65,653.9529640415483,9,11,10,1.0,6035
6036,83,182.1034130798147,10,9,36,0.0,6036
6037,51,498.92581125405684,6,12,10,1.0,6037
6038,73,478.1827857341002,9,14,15,0.0,6038
6039,63,510.1725822452025,16,9,24,0.0,6039
6040,74,783.8571475818719,10,14,10,1.0,6040
6041,77,535.8318255795512,7,13,12,0.0,6041
6042,97,564.1697758053415,9,5,38,1.0,6042
6043,51,452.85040346910887,14,9,29,0.0,6043
6044,76,634.0191339552097,11,5,39,1.0,6044
6045,70,557.4431720279841,11,7,37,0.0,6045
6046,75,197.96425232222796,16,4,37,1.0,6046
6047,70,459.50804396729575,15,9,25,0.0,6047
6048,61,422.39486055696307,8,3,35,1.0,6048
6049,46,118.05366838684031,16,9,28,1.0,6049
6050,78,433.1433497754674,11,12,9,0.0,6050
6051,85,611.6600700631775,7,6,36,1.0,6051
6052,71,613.7700726655089,9,5,37,1.0,6052
6053,73,701.4367254983108,4,12,10,0.0,6053
6054,58,591.0720056062148,13,8,23,0.0,6054
6055,90,555.2071600658603,10,8,38,0.0,6055
6056,65,315.00005176977015,4,15,9,1.0,6056
6057,85,301.0388267477408,11,3,34,0.0,6057
6058,100,175.0058492965038,10,9,38,0.0,6058
6059,70,356.11290468140413,7,12,12,0.0,6059
6060,75,267.23200030588026,7,7,35,0.0,6060
6061,62,356.743687699506,15,10,30,1.0,6061
6062,51,525.2906816963887,15,8,27,1.0,6062
6063,98,582.363710516983,12,8,36,0.0,6063
6064,56,411.9389106930753,15,8,30,1.0,6064
6065,72,614.8062101424551,9,4,36,1.0,6065
6066,56,555.030540029202,5,15,13,0.0,6066
6067,65,545.6276616252687,15,6,31,1.0,6067
6068,83,382.4919756026859,10,4,37,0.0,6068
6069,70,295.8402536367223,12,9,39,1.0,6069
6070,80,609.0423298692095,9,5,33,0.0,6070
6071,51,500.08818708264596,7,11,18,1.0,6071
6072,76,406.66801333378623,9,6,36,0.0,6072
6073,79,321.14170994003183,12,7,35,1.0,6073
6074,72,434.7904241424576,14,10,25,1.0,6074
6075,67,647.5653002529574,12,8,35,1.0,6075
6076,62,172.50163894373713,10,6,37,1.0,6076
6077,56,750.9255229434798,6,15,11,0.0,6077
6078,51,311.92376792474005,9,10,11,0.0,6078
6079,68,288.4716617616434,13,10,30,1.0,6079
6080,90,242.617335081862,5,4,36,0.0,6080
6081,68,681.0974725295501,10,14,18,1.0,6081
6082,77,334.799311971015,7,13,12,1.0,6082
6083,76,431.2076272563207,9,9,33,1.0,6083
6084,64,454.51380558420317,6,12,11,1.0,6084
6085,61,375.49842194370405,7,15,12,0.0,6085
6086,51,488.190923930294,14,9,29,1.0,6086
6087,41,216.5342487850758,16,10,27,1.0,6087
6088,57,219.60085390692007,20,6,33,1.0,6088
6089,64,444.7876247175823,8,14,10,0.0,6089
6090,82,447.51571427573344,10,7,33,0.0,6090
6091,75,483.2363065284666,7,6,40,0.0,6091
6092,63,318.625236613659,7,13,10,0.0,6092
6093,46,228.51612169575725,18,8,27,1.0,6093
6094,75,371.1757128275886,11,8,40,0.0,6094
6095,72,472.66870655900425,6,13,10,1.0,6095
6096,63,593.2436226703342,11,7,37,1.0,6096
6097,75,545.9772781343452,12,8,39,0.0,6097
6098,57,416.6862056140255,16,6,34,0.0,6098
6099,47,275.6407838385495,15,7,26,1.0,6099
6100,49,453.3294489746183,19,7,25,1.0,6100
6101,57,523.3826262944392,14,7,22,1.0,6101
6102,53,601.4668849059035,8,13,19,1.0,6102
6103,68,694.3861187777558,7,14,12,0.0,6103
6104,56,677.0614310858764,7,16,10,0.0,6104
6105,75,590.1512824685578,5,10,21,0.0,6105
6106,98,312.9697762425404,11,12,36,0.0,6106
6107,66,525.4332574206232,15,4,36,0.0,6107
6108,80,261.33021951522716,11,6,38,0.0,6108
6109,47,491.94928977105155,15,9,25,0.0,6109
6110,75,704.2278791498412,7,12,12,0.0,6110
6111,62,562.8509909894829,14,8,33,1.0,6111
6112,79,391.72882577944426,12,4,38,0.0,6112
6113,46,204.31557620750664,15,9,28,0.0,6113
6114,52,158.86456403237366,17,9,23,0.0,6114
6115,54,674.247012739083,8,14,12,1.0,6115
6116,73,744.2680784196084,7,10,8,0.0,6116
6117,66,478.9107958300843,11,7,33,0.0,6117
6118,80,230.6384295903011,10,6,33,0.0,6118
6119,71,618.0992597736113,11,8,35,0.0,6119
6120,73,644.6599871242665,8,6,33,1.0,6120
6121,76,372.35551886811174,13,6,37,0.0,6121
6122,57,601.4643917441479,5,14,11,1.0,6122
6123,57,490.8419748008123,13,9,28,1.0,6123
6124,70,470.8309971245219,14,6,25,0.0,6124
6125,57,784.21572404739,8,11,13,1.0,6125
